,Flight Path ID,Mission ID,Current Speed (meters / s),AGL (meters),Current Roll (degrees),Current Yaw (degrees),GPS Speed (meters / s),Pressure Altitude (meters),Current Pitch (degrees),Airborn,Time (s)
259,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,8.633
260,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,8.667
261,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,8.7
262,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,8.732999999999999
263,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,8.767000000000001
264,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,8.8
265,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,8.833
266,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,8.867
267,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,8.9
268,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,8.933
269,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,8.967
270,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,9.0
271,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,9.033
272,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,9.067
273,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,9.1
274,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,9.133
275,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,9.167
276,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,9.2
277,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,9.232999999999999
278,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,9.267000000000001
279,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,9.3
280,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,9.333
281,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,9.367
282,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,9.4
283,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,9.433
284,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,9.467
285,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,9.5
286,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,9.533
287,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,9.567
288,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,9.6
289,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,9.633
290,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,9.667
291,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,9.7
292,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,9.732999999999999
293,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,9.767000000000001
294,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,9.8
295,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,9.833
296,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,9.867
297,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,9.9
298,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,9.933
299,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,9.967
300,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,10.0
301,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,10.033
302,1,1,0.0,0.24,0.0,0.0,0.0,0.0,6.55,True,10.067
