,GPS Position East (degrees),GPS Position North (degrees),GPS Altitude (meters),Mission ID
9397,76.14033825,39.47706241,245.36,1
9398,76.14033825,39.47706241,245.36,1
9399,76.14025425,39.47705083,244.45,1
9400,76.14025425,39.47705083,244.45,1
9401,76.14025425,39.47705083,244.45,1
9402,76.14025425,39.47705083,244.45,1
9403,76.14025425,39.47705083,244.45,1
9404,76.14025425,39.47705083,244.45,1
9405,76.14025425,39.47705083,244.45,1
9406,76.14018,39.47704075,243.84,1
9407,76.14018,39.47704075,243.84,1
9408,76.14018,39.47704075,243.84,1
9409,76.14018,39.47704075,243.84,1
9410,76.14018,39.47704075,243.84,1
9411,76.14018,39.47704075,243.84,1
9412,76.14018,39.47704075,243.84,1
9413,76.14018,39.47704075,243.84,1
9414,76.1400968,39.4770294,243.23,1
9415,76.1400968,39.4770294,243.23,1
9416,76.1400968,39.4770294,243.23,1
9417,76.1400968,39.4770294,243.23,1
9418,76.1400968,39.4770294,243.23,1
9419,76.1400968,39.4770294,243.23,1
9420,76.1400968,39.4770294,243.23,1
9421,76.14002335,39.47701932,242.32,1
9422,76.14002335,39.47701932,242.32,1
9423,76.14002335,39.47701932,242.32,1
9424,76.14002335,39.47701932,242.32,1
9425,76.14002335,39.47701932,242.32,1
